image_name,part_0_x,part_0_y,part_1_x,part_1_y,part_2_x,part_2_y,part_3_x,part_3_y,part_4_x,part_4_y,part_5_x,part_5_y,part_6_x,part_6_y,part_7_x,part_7_y,part_8_x,part_8_y,part_9_x,part_9_y,part_10_x,part_10_y,part_11_x,part_11_y,part_12_x,part_12_y,part_13_x,part_13_y,part_14_x,part_14_y,part_15_x,part_15_y,part_16_x,part_16_y,part_17_x,part_17_y,part_18_x,part_18_y,part_19_x,part_19_y,part_20_x,part_20_y,part_21_x,part_21_y,part_22_x,part_22_y,part_23_x,part_23_y,part_24_x,part_24_y,part_25_x,part_25_y,part_26_x,part_26_y,part_27_x,part_27_y,part_28_x,part_28_y,part_29_x,part_29_y,part_30_x,part_30_y,part_31_x,part_31_y,part_32_x,part_32_y,part_33_x,part_33_y,part_34_x,part_34_y,part_35_x,part_35_y,part_36_x,part_36_y,part_37_x,part_37_y,part_38_x,part_38_y,part_39_x,part_39_y,part_40_x,part_40_y,part_41_x,part_41_y,part_42_x,part_42_y,part_43_x,part_43_y,part_44_x,part_44_y,part_45_x,part_45_y,part_46_x,part_46_y,part_47_x,part_47_y,part_48_x,part_48_y,part_49_x,part_49_y,part_50_x,part_50_y,part_51_x,part_51_y,part_52_x,part_52_y,part_53_x,part_53_y,part_54_x,part_54_y,part_55_x,part_55_y,part_56_x,part_56_y,part_57_x,part_57_y,part_58_x,part_58_y,part_59_x,part_59_y,part_60_x,part_60_y,part_61_x,part_61_y,part_62_x,part_62_y,part_63_x,part_63_y,part_64_x,part_64_y,part_65_x,part_65_y,part_66_x,part_66_y,part_67_x,part_67_y
3182.jpeg,-3,32,-3,45,-2,57,-2,70,0,81,7,90,18,96,30,99,43,99,56,98,68,94,76,87,82,79,85,69,87,59,89,49,90,38,8,25,16,22,25,21,33,23,41,27,61,29,68,26,76,25,83,26,88,30,51,36,51,45,52,54,52,63,41,65,45,67,50,69,54,68,58,66,18,34,24,32,30,33,36,37,29,37,23,36,61,39,67,35,73,35,78,38,73,39,67,39,22,75,32,74,41,74,48,75,53,74,60,75,66,76,60,86,52,90,46,90,39,90,30,86,24,76,41,77,47,78,53,78,64,77,53,84,47,85,40,84
3183.jpeg,8,39,10,49,11,58,14,67,17,75,23,82,30,88,38,93,47,94,56,93,64,88,70,82,76,75,79,68,81,59,83,50,84,41,16,31,22,28,29,27,35,28,42,30,54,31,60,29,66,28,73,29,78,32,48,36,48,42,48,47,48,53,40,58,44,59,48,60,52,59,55,57,24,37,29,35,33,35,38,38,33,38,28,38,56,39,61,36,65,35,70,38,66,39,61,39,30,68,37,66,43,65,48,66,52,65,58,66,64,68,58,73,52,76,47,76,43,76,36,73,32,69,43,68,48,68,52,68,62,68,52,72,48,72,43,72
3184.jpeg,14,37,14,46,16,56,18,65,21,74,25,83,31,91,39,96,49,98,60,97,69,93,76,86,82,77,85,67,87,56,88,45,89,34,18,29,21,26,26,25,32,25,38,27,55,27,61,25,68,25,74,26,80,29,45,36,45,44,44,52,44,61,38,63,42,65,45,66,50,64,54,63,24,37,28,34,33,34,38,38,33,39,28,39,57,38,62,34,68,34,72,36,68,39,63,39,33,72,37,72,43,71,47,72,51,71,59,71,66,71,60,80,53,84,48,84,43,84,37,81,35,73,43,74,47,75,52,74,63,72,52,79,48,79,43,79
3185.jpeg,9,43,12,53,16,63,20,72,24,81,31,88,41,93,51,97,61,98,71,94,79,87,86,79,90,69,91,57,91,45,90,34,88,22,10,39,13,34,18,32,25,31,32,32,49,27,55,23,62,19,70,18,77,20,42,37,43,44,44,51,46,57,41,63,45,63,49,63,53,61,56,58,19,44,23,40,29,39,34,41,29,43,24,44,55,35,59,30,64,28,70,30,66,33,60,35,36,74,40,70,46,68,51,68,56,65,64,64,72,65,68,75,61,81,55,83,50,84,42,82,38,74,47,71,52,70,57,68,70,66,59,76,54,78,48,79
3186.jpeg,2,15,0,27,-1,40,-1,52,1,64,5,76,11,87,20,95,30,97,40,97,49,91,57,85,65,78,71,70,77,61,80,53,82,44,16,13,25,13,33,15,40,18,46,23,63,29,70,29,75,30,80,31,82,34,53,33,52,42,51,51,50,59,36,57,40,60,45,63,50,63,53,62,23,23,29,22,35,24,38,30,32,29,26,27,59,37,64,34,70,36,74,40,69,41,64,40,16,62,27,64,36,66,41,68,46,69,51,71,54,73,47,80,41,82,35,81,29,79,22,73,18,63,34,68,40,70,45,71,52,73,43,77,37,77,32,75
3187.jpeg,6,46,7,55,9,65,11,74,15,83,22,90,32,94,43,96,54,96,64,94,71,89,77,83,80,74,80,64,80,55,80,46,79,37,16,34,22,30,28,28,36,28,43,30,53,28,59,26,64,25,70,26,75,29,49,36,51,42,52,48,53,54,45,60,49,61,53,62,56,61,59,59,24,40,29,37,33,36,38,39,33,40,29,41,57,38,61,34,65,33,70,36,66,37,61,38,33,72,40,69,48,67,52,67,56,66,62,66,67,68,63,75,58,78,54,79,49,79,41,78,35,72,48,70,53,70,57,69,65,69,57,74,53,75,48,75
3189.jpeg,6,43,6,53,7,63,8,72,11,82,17,89,26,95,36,98,48,98,58,97,66,93,72,87,76,78,78,69,80,61,80,52,79,43,16,29,21,25,28,23,35,24,41,27,55,28,60,26,67,25,72,27,76,31,49,35,50,40,50,45,51,51,41,57,45,59,50,60,53,59,57,58,23,38,27,35,32,35,37,38,32,38,27,38,57,39,62,36,67,37,71,39,67,39,62,39,32,74,38,68,45,65,50,66,53,65,58,68,61,74,58,81,53,85,49,85,44,85,38,82,34,74,45,69,49,69,53,69,60,74,53,79,49,80,45,80
319.jpeg,4,33,5,45,7,56,9,67,13,77,20,86,27,93,36,98,46,99,55,98,64,93,71,86,78,77,82,67,85,56,87,45,88,33,10,32,16,27,24,27,32,28,39,30,53,29,61,27,68,26,76,26,82,30,46,37,47,45,47,53,47,60,38,64,42,66,47,67,51,66,55,65,20,38,25,36,31,36,35,38,30,40,25,40,58,38,63,35,68,35,73,37,69,39,63,39,33,79,38,77,42,76,46,77,50,76,55,77,60,80,55,86,50,88,46,89,42,88,37,86,35,79,42,78,46,79,50,79,58,80,50,82,46,83,42,82
3190.jpeg,15,36,14,46,14,55,15,65,17,75,20,84,26,91,33,96,42,98,53,98,64,96,74,91,82,84,88,75,92,64,94,54,96,42,20,24,23,20,29,19,34,20,39,23,54,24,61,22,68,22,75,25,80,30,46,35,44,41,43,48,41,55,37,61,40,62,42,63,46,63,50,62,25,34,29,31,34,32,38,37,33,37,29,36,58,38,62,34,67,34,71,38,67,39,62,39,30,73,35,71,40,70,43,71,47,71,54,73,62,76,54,82,47,84,43,84,39,83,34,80,32,74,40,73,43,73,47,74,60,76,47,80,43,80,39,79
3191.jpeg,7,36,7,46,8,57,10,67,13,76,19,85,27,92,36,96,47,97,58,96,67,92,75,85,80,77,84,67,86,57,87,47,87,37,15,29,21,27,28,27,34,29,40,31,55,31,61,30,67,28,73,28,79,30,48,39,48,46,48,53,48,60,40,63,44,65,48,66,52,65,55,63,23,38,28,35,34,36,38,40,33,41,27,40,57,40,61,36,67,36,71,38,67,40,62,41,31,72,37,70,43,70,48,71,52,70,58,70,64,72,58,79,52,82,47,83,42,82,36,79,33,72,43,72,48,73,52,73,62,72,52,77,48,77,43,77
3192.jpeg,15,36,15,46,16,56,19,65,21,75,26,83,32,89,38,95,46,97,56,96,66,94,77,88,86,80,91,70,94,58,96,45,97,33,16,29,20,26,25,26,31,27,36,29,47,28,55,25,64,24,73,25,81,27,41,37,41,45,40,53,40,61,36,64,38,66,42,67,46,66,50,65,22,36,26,35,31,35,35,38,30,38,26,38,54,37,59,34,65,33,70,34,65,37,60,37,32,74,36,73,39,72,42,73,46,72,52,73,59,74,52,78,46,80,42,81,39,80,35,78,34,75,39,75,42,76,46,76,57,74,46,76,42,76,39,76
3193.jpeg,7,47,10,57,13,67,15,76,19,85,26,92,35,96,46,98,57,98,68,96,78,91,85,83,89,74,91,64,91,53,90,43,89,33,12,38,16,33,22,31,29,31,37,33,52,30,58,25,65,23,73,22,79,25,45,38,46,44,47,51,48,57,42,63,45,63,50,64,53,62,57,60,20,44,24,41,30,40,35,42,30,44,25,45,58,38,62,34,67,33,72,35,68,37,63,38,32,77,38,72,45,70,51,70,56,68,64,67,72,69,66,78,59,82,53,84,47,85,40,83,34,76,46,73,51,72,57,71,69,70,58,78,52,79,46,80
3194.jpeg,6,33,3,43,2,53,2,62,5,72,11,81,19,88,27,93,38,95,49,95,59,93,66,88,72,81,77,73,81,66,83,57,85,49,15,22,21,18,28,18,35,20,40,24,53,25,61,24,68,25,75,29,78,35,46,33,45,39,44,44,42,50,34,55,37,57,41,59,45,59,49,58,22,31,26,29,30,30,34,33,30,33,25,33,55,37,61,35,65,36,69,39,65,39,60,39,24,69,30,67,36,66,40,68,45,68,50,70,55,74,49,76,43,75,38,75,34,74,29,72,27,69,35,70,39,71,44,71,52,74,44,71,39,71,35,70
3196.jpeg,2,46,5,57,9,67,13,77,19,86,27,92,38,96,51,98,62,98,72,94,79,87,85,79,88,69,88,59,87,50,87,40,84,31,11,35,16,30,23,28,30,28,37,30,55,28,61,24,66,20,73,19,79,22,49,36,51,44,53,51,55,59,46,64,50,65,55,65,59,63,62,60,21,42,25,38,31,37,36,40,31,42,26,43,58,36,62,31,67,30,72,32,68,34,63,35,36,77,43,74,50,73,56,73,60,71,65,70,72,69,68,78,63,82,58,84,52,84,44,83,38,77,51,75,56,75,61,74,69,70,61,78,57,79,51,80
3197.jpeg,5,32,4,42,3,52,4,63,6,73,10,82,17,90,25,95,36,97,47,98,57,95,66,90,73,82,77,74,80,64,83,55,84,45,14,25,20,22,28,22,35,24,42,28,57,31,64,29,71,30,78,32,82,38,48,37,48,45,47,52,46,60,36,62,40,64,44,66,48,66,52,65,22,34,27,32,32,33,36,38,31,38,25,36,58,42,63,39,68,40,72,43,68,44,63,43,24,70,32,71,38,72,42,73,46,73,52,75,57,76,51,82,45,84,40,83,36,82,30,78,27,72,37,75,42,76,46,76,55,77,45,78,41,78,37,76
3198.jpeg,4,36,5,47,7,57,9,67,12,77,18,85,26,92,36,96,47,97,59,96,68,91,74,84,79,75,82,65,83,55,84,46,85,36,13,30,19,27,26,26,33,27,40,29,57,29,63,27,69,26,75,28,79,31,49,36,49,43,49,50,49,56,41,60,45,61,49,62,53,61,57,60,22,37,26,34,32,34,37,38,32,40,26,39,58,39,63,35,68,35,73,38,69,40,63,40,28,71,35,68,43,67,49,68,54,68,61,69,66,72,61,80,54,84,48,84,42,84,34,80,30,72,43,70,49,71,54,71,64,72,53,79,48,80,42,79
3199.jpeg,7,39,9,49,13,60,17,69,21,78,27,87,35,93,45,97,55,97,64,95,71,89,76,81,80,72,82,62,83,51,84,41,84,30,14,30,19,25,26,24,33,25,40,28,52,26,58,23,64,20,71,20,77,24,48,35,49,43,50,51,51,59,43,63,47,64,51,65,55,63,58,61,23,38,27,35,32,34,37,38,32,39,27,39,56,36,60,32,65,31,70,33,66,36,61,36,35,75,41,74,47,72,52,73,56,71,62,71,68,71,63,78,58,81,53,83,48,83,42,81,37,76,47,75,52,75,56,74,66,72,57,77,53,78,48,78
320.jpeg,5,29,7,41,9,52,11,63,14,74,20,84,28,91,38,96,49,97,59,96,68,90,76,83,82,74,85,63,87,52,90,40,92,27,11,29,17,25,26,25,34,27,42,30,54,30,62,28,70,26,78,26,85,29,48,36,49,44,49,52,49,60,40,63,45,64,49,66,54,64,58,63,20,36,25,33,31,34,36,38,30,39,24,39,61,38,65,34,71,34,76,36,72,39,66,39,33,77,39,75,45,73,49,75,53,73,59,75,64,77,59,82,54,85,49,85,45,85,38,83,35,78,45,78,49,78,53,78,62,77,53,78,49,79,45,78
3200.jpeg,17,43,16,51,17,59,17,68,19,76,22,85,27,91,34,95,44,97,55,97,67,96,77,91,84,83,89,74,91,64,93,54,95,44,18,36,21,30,27,28,34,28,40,30,51,30,59,28,68,28,76,31,82,36,45,36,44,42,42,48,41,54,36,59,39,61,43,62,48,61,53,60,25,40,28,37,33,37,38,40,33,40,28,40,58,40,63,37,68,37,73,39,68,40,63,40,30,70,34,68,40,67,44,68,49,67,58,68,66,71,58,78,50,81,44,81,40,81,34,78,32,71,40,69,44,70,49,69,64,71,50,77,45,78,40,77
3202.jpeg,10,46,13,55,17,64,21,72,26,80,33,86,41,90,50,94,59,94,67,90,74,83,80,76,85,68,87,58,86,48,86,38,85,28,13,36,16,32,21,29,27,29,33,30,51,26,56,22,62,19,69,18,74,21,44,36,46,42,47,48,49,54,43,60,47,60,51,60,54,58,57,56,22,43,25,40,30,39,35,41,31,43,26,44,56,36,59,32,64,30,69,32,65,34,60,36,39,72,44,69,48,67,52,67,55,65,61,64,67,65,63,71,59,75,55,77,51,78,46,77,42,72,49,69,53,69,56,67,65,65,57,72,54,73,50,74
3203.jpeg,12,31,9,41,8,51,8,60,8,71,10,81,13,89,19,95,28,97,40,98,52,98,65,95,74,90,80,82,84,72,89,62,94,52,16,24,21,20,28,20,36,22,42,27,58,29,68,28,76,30,84,33,88,40,47,35,45,42,43,49,40,56,32,60,35,62,39,65,44,64,48,64,22,33,27,31,32,32,36,35,31,35,26,34,61,40,67,39,72,41,76,45,71,43,66,42,21,72,27,71,33,72,37,74,43,75,50,77,57,79,47,80,39,80,33,79,28,78,24,76,23,72,32,75,36,77,42,77,54,79,41,76,35,75,30,74
3204.jpeg,7,39,9,49,11,59,14,69,18,78,24,86,32,92,42,96,52,97,62,96,70,90,77,83,83,75,85,65,86,55,87,45,87,34,14,31,19,26,26,25,33,26,40,28,55,28,61,25,67,23,74,24,80,27,48,36,48,43,49,50,50,57,42,61,46,62,50,63,54,61,58,60,23,39,27,37,32,36,36,39,31,39,27,39,59,38,63,35,68,34,73,36,69,37,64,38,31,70,38,68,45,68,50,69,55,67,62,67,69,68,63,77,56,82,51,83,45,82,38,78,33,71,45,70,50,70,55,69,67,69,56,77,51,78,45,78
3206.jpeg,6,35,7,46,8,56,11,67,14,77,20,87,28,93,38,98,48,99,58,97,67,92,73,85,78,76,80,67,82,58,83,48,83,39,18,28,24,25,31,24,38,24,44,28,59,29,64,26,71,25,77,26,81,31,51,35,51,43,52,51,53,59,43,62,47,64,51,65,55,64,59,62,25,36,30,34,35,34,40,38,35,38,29,38,59,39,64,35,69,34,73,37,69,39,64,39,31,72,38,70,46,69,51,70,55,69,61,70,66,72,61,81,55,85,50,85,44,85,37,80,33,72,45,73,51,73,55,73,64,73,55,79,50,79,45,79
3208.jpeg,13,40,14,49,15,58,17,66,20,75,25,82,33,88,41,93,50,95,60,93,69,88,78,82,85,74,88,65,89,56,90,46,91,35,17,32,19,27,25,25,31,25,36,26,52,26,59,24,66,24,73,26,78,29,45,35,44,42,44,49,44,56,39,60,42,61,45,61,49,60,53,59,25,38,29,35,33,35,38,38,33,39,29,39,56,37,60,34,64,34,69,36,65,37,60,38,33,69,37,67,42,66,47,66,50,66,57,66,64,67,57,72,51,74,47,74,43,74,38,73,35,69,42,69,47,70,51,69,61,68,51,70,47,70,43,70
3209.jpeg,12,42,14,51,17,60,20,69,23,78,28,86,35,93,44,97,55,97,65,96,75,92,83,85,90,76,93,66,94,54,93,43,93,31,15,35,18,30,24,29,30,29,37,31,51,28,57,25,64,23,72,22,79,25,44,37,45,44,45,51,45,58,39,63,43,64,47,65,52,63,56,61,23,40,27,37,32,37,37,40,32,42,27,42,57,37,61,33,66,32,72,33,68,36,62,37,35,75,39,72,44,71,49,72,54,70,61,70,69,71,63,79,56,83,51,84,46,84,40,82,37,75,44,73,49,73,54,72,67,72,55,79,50,80,45,80
321.jpeg,8,32,9,43,11,54,13,64,16,75,22,84,29,92,36,97,46,99,56,98,65,92,73,85,80,76,85,67,88,56,90,44,91,33,12,30,17,26,25,26,32,27,40,30,53,29,61,27,69,25,77,25,83,29,46,37,46,45,46,52,45,60,38,64,42,66,46,67,50,66,55,64,21,36,26,33,31,33,36,37,31,38,25,38,58,37,63,33,69,34,73,36,69,39,63,39,34,79,38,77,42,76,46,78,50,76,54,78,59,80,55,85,50,88,46,88,42,88,38,85,36,80,42,80,46,80,50,80,57,81,50,81,46,82,42,81
3210.jpeg,10,39,11,49,13,58,15,67,18,75,23,82,30,89,38,95,47,96,55,94,62,88,68,81,73,73,75,64,77,54,78,44,79,34,14,34,18,30,23,28,28,27,34,28,52,27,57,24,63,24,69,25,73,28,43,38,44,45,44,52,45,59,39,62,42,63,45,64,49,63,51,61,22,41,26,38,31,38,34,41,31,42,26,43,53,39,56,36,61,35,65,37,62,39,57,40,32,72,37,70,42,69,45,69,49,68,54,69,59,70,55,78,50,82,46,82,42,82,37,79,35,72,42,72,46,72,49,72,56,71,49,76,46,77,42,77
3211.jpeg,11,39,10,49,10,59,10,69,12,79,15,87,22,93,30,97,41,98,52,99,63,97,72,92,78,84,82,74,84,64,86,53,86,42,16,26,20,22,27,21,33,23,39,26,56,26,62,24,69,22,76,24,80,30,47,35,47,42,46,49,46,56,38,61,41,63,45,64,49,63,54,62,21,37,26,34,31,34,37,38,31,39,25,39,57,39,63,36,68,36,73,39,68,40,63,40,25,73,32,71,39,71,44,73,49,72,57,74,64,76,56,84,48,87,43,87,37,86,30,82,27,74,39,74,44,75,49,75,62,77,48,81,43,81,38,80
3212.jpeg,12,50,14,59,17,68,21,78,27,86,34,93,45,98,56,100,67,99,78,96,85,90,91,81,94,71,95,61,94,50,91,39,88,29,13,38,15,32,21,29,28,28,35,29,49,24,55,19,62,16,71,16,78,19,44,34,46,41,48,48,49,55,43,62,48,62,53,62,56,59,60,57,21,43,25,39,30,38,35,40,31,42,26,43,57,34,61,30,66,28,72,29,68,31,63,33,37,76,42,71,49,69,55,68,60,66,68,64,77,65,72,75,65,82,59,84,53,85,45,83,40,76,50,71,56,70,61,68,75,66,63,77,58,78,52,79
3213.jpeg,10,37,11,47,13,56,15,66,19,74,25,82,32,88,41,92,50,94,60,91,68,86,76,80,81,72,84,63,86,53,87,43,87,33,17,30,21,27,27,25,33,26,39,29,54,27,60,24,66,22,73,23,78,26,47,37,48,44,48,51,48,58,42,61,45,62,49,63,52,62,55,60,25,39,29,35,34,35,39,39,34,40,29,40,57,38,61,34,66,33,70,35,67,38,62,38,35,70,40,70,46,69,49,70,53,69,58,69,65,68,58,74,53,76,50,77,46,77,40,75,37,71,46,72,49,73,53,72,62,69,53,72,49,73,46,72
3214.jpeg,11,39,11,50,13,60,16,70,21,79,27,86,34,92,42,97,52,98,63,97,72,92,80,84,86,75,90,65,93,54,93,42,92,31,16,28,20,26,25,25,30,26,35,28,55,27,61,23,68,22,75,22,80,24,46,36,47,44,48,51,48,58,40,61,45,62,50,64,54,62,58,60,23,37,27,36,31,36,36,38,31,39,26,39,59,37,63,34,68,33,73,34,69,36,64,37,33,73,38,70,45,69,50,70,55,68,63,68,69,70,64,82,57,86,51,87,45,87,38,82,35,73,45,72,50,72,55,71,67,71,56,80,50,81,45,81
3215.jpeg,4,41,5,51,7,61,9,71,12,80,17,88,25,94,35,97,46,98,58,98,69,96,78,91,84,84,87,75,88,64,88,54,88,43,9,32,15,27,23,26,31,27,39,30,56,30,63,27,72,26,80,28,85,34,48,37,48,46,48,54,48,62,38,65,43,67,48,69,53,67,58,66,18,38,23,35,29,35,35,40,29,40,23,40,60,41,66,37,72,36,77,40,72,41,66,41,25,74,33,73,41,73,48,75,54,74,63,74,71,75,63,85,54,88,47,89,40,88,32,83,28,75,41,76,48,77,54,77,68,76,54,83,48,84,41,83
3216.jpeg,4,29,3,40,4,51,5,62,9,72,15,81,22,89,30,95,40,97,49,95,56,89,62,82,68,74,73,67,77,58,79,50,80,41,17,25,24,23,32,24,38,27,44,31,60,33,65,31,70,29,75,29,79,31,52,39,51,47,51,55,51,63,41,64,45,66,49,68,52,67,55,65,25,36,29,34,35,35,39,39,33,39,28,39,59,41,63,38,68,38,72,40,68,42,64,42,27,71,35,70,42,70,46,72,50,71,54,72,58,73,53,78,48,81,44,81,40,81,33,77,30,71,41,74,46,75,50,74,55,74,49,75,45,75,41,75
3217.jpeg,8,37,10,47,12,57,14,67,19,76,27,84,35,91,45,96,56,97,67,94,74,87,81,79,87,70,89,60,89,50,88,40,87,30,16,33,20,28,26,26,33,26,40,28,55,26,61,24,67,22,73,22,78,26,48,37,49,45,50,52,51,60,43,63,47,64,52,65,56,63,60,61,24,40,29,39,33,38,37,40,33,41,29,41,60,37,63,35,68,34,72,35,69,36,64,37,35,71,41,70,47,69,53,70,58,68,64,67,71,67,66,76,60,81,54,83,48,82,41,79,37,72,48,72,53,72,58,71,69,68,59,76,53,77,48,77
3218.jpeg,4,36,5,47,6,57,7,67,11,77,17,85,25,92,35,96,46,97,58,96,67,93,74,87,80,79,83,70,85,59,87,49,88,39,13,30,19,26,26,24,33,25,41,28,56,29,63,26,70,26,77,28,81,33,48,36,48,44,48,51,48,59,40,61,43,63,48,65,52,63,55,62,23,36,27,34,32,34,36,37,32,38,27,37,58,38,62,36,67,36,72,38,67,39,63,39,27,70,33,69,41,69,47,71,53,70,60,70,66,72,60,80,53,84,46,84,40,83,32,79,29,71,41,72,47,73,52,72,63,72,53,79,47,79,40,78
3219.jpeg,7,35,8,46,9,56,10,67,14,77,21,85,28,92,37,97,47,98,58,97,68,94,76,87,82,79,86,70,89,60,90,49,91,38,14,29,20,25,27,24,34,26,41,29,56,29,63,26,71,25,78,26,84,30,48,37,48,45,48,52,47,58,40,62,44,63,48,65,52,64,56,63,24,36,28,33,34,34,38,39,33,39,28,39,59,39,64,35,70,35,74,38,70,40,64,40,29,71,36,70,43,70,48,71,53,71,60,71,67,73,60,82,52,85,47,85,42,84,35,80,32,72,43,73,48,74,53,73,65,74,52,80,48,80,43,79
322.jpeg,7,35,8,46,10,57,12,67,16,77,23,85,30,92,39,97,50,98,59,96,67,90,73,82,78,73,81,63,83,53,84,42,84,31,15,30,20,26,27,25,35,27,42,30,55,29,61,26,68,23,76,23,81,28,48,36,48,45,48,53,49,62,39,64,44,66,49,67,54,65,58,63,23,37,27,35,33,35,37,37,32,39,27,39,58,36,63,33,68,32,72,34,69,37,63,37,33,76,38,75,44,74,49,75,53,74,58,74,63,74,59,80,53,82,49,82,44,82,38,81,35,76,44,77,49,77,53,76,61,75,53,78,49,78,44,78
3220.jpeg,2,41,3,52,4,63,5,74,9,84,16,92,26,96,38,98,50,98,62,98,73,96,82,91,88,83,90,72,91,61,91,50,91,39,9,30,15,26,22,26,30,27,37,29,60,29,67,26,73,25,81,25,87,29,48,37,48,44,49,51,49,58,40,62,44,63,49,65,54,63,58,62,19,38,24,35,30,35,36,40,29,41,23,40,61,39,66,34,72,34,78,37,73,40,67,40,28,76,36,72,44,71,50,71,55,70,63,71,70,75,64,83,56,86,50,87,44,87,35,84,31,76,44,74,50,74,55,74,68,75,55,81,50,82,44,81
3221.jpeg,0,44,0,54,0,65,2,75,6,84,13,91,24,95,35,98,47,98,58,98,67,95,75,89,80,81,82,72,82,63,82,54,81,45,14,29,21,25,28,23,36,23,43,26,57,27,62,25,69,25,75,27,78,32,50,36,51,42,51,48,52,54,41,61,46,62,51,63,55,62,59,62,22,37,27,35,32,35,37,39,32,39,26,39,59,40,64,37,68,37,73,40,69,41,64,41,27,75,35,70,45,69,51,70,56,69,63,71,68,75,63,81,56,83,50,84,43,83,34,81,29,75,44,73,50,73,56,73,66,75,56,78,50,78,44,77
3222.jpeg,6,41,8,52,11,62,14,72,18,82,24,90,33,95,43,98,54,98,65,96,73,91,80,84,84,75,86,65,87,54,87,43,87,32,12,32,17,27,24,25,31,25,38,27,54,26,60,21,67,19,75,20,80,25,46,33,47,41,48,48,49,56,41,60,45,61,50,62,55,60,59,58,20,37,25,34,30,33,36,37,30,38,25,38,58,34,62,29,68,28,73,31,69,33,63,34,31,74,37,70,45,68,50,69,56,67,63,67,70,69,65,78,58,83,52,84,46,84,38,81,34,74,45,70,51,70,56,69,68,70,57,79,51,80,45,80
3223.jpeg,9,30,8,40,7,51,6,62,6,73,10,82,16,90,24,96,34,98,45,98,56,96,66,92,74,85,78,76,81,66,84,56,86,46,17,24,22,20,29,19,36,21,43,25,60,28,67,27,74,29,79,32,83,37,49,37,48,44,47,52,45,59,36,61,39,63,43,66,48,65,52,65,24,33,28,31,34,32,38,37,33,37,27,36,59,42,65,39,70,40,74,44,69,44,64,44,22,70,30,70,38,71,42,73,47,73,53,75,59,78,51,85,44,86,38,86,34,84,27,79,25,71,37,74,41,75,46,76,57,78,45,82,40,82,35,80
3224.jpeg,8,47,9,56,11,65,13,74,17,82,24,90,33,95,44,97,55,97,65,95,73,90,79,83,83,74,84,64,84,54,84,45,83,36,13,36,18,31,24,29,31,28,39,29,53,27,60,24,66,23,73,25,78,29,47,36,48,41,49,47,49,53,41,60,46,61,50,61,54,60,57,58,22,42,26,39,31,38,37,41,32,42,26,43,56,38,61,34,67,34,71,36,67,38,62,39,33,73,39,69,46,67,50,67,55,66,62,66,68,69,63,76,57,80,52,81,47,82,39,79,35,74,46,71,51,70,56,69,66,70,56,75,51,76,46,76
3225.jpeg,7,41,9,52,11,63,14,73,18,83,25,91,35,96,46,99,58,98,70,96,79,92,86,84,91,74,92,63,93,52,93,41,92,30,12,33,16,28,23,26,30,25,38,26,55,24,62,20,69,19,77,19,84,23,47,35,48,44,48,52,49,60,42,65,46,66,51,67,56,65,60,63,21,39,26,36,31,35,37,39,31,40,26,41,60,36,64,31,70,30,75,32,71,35,65,36,36,79,41,76,48,74,53,74,58,72,64,72,71,74,66,80,60,84,55,86,49,86,42,84,38,79,48,78,53,78,58,77,69,74,59,78,54,79,49,80
3226.jpeg,3,38,4,49,5,59,7,70,11,80,18,88,27,94,37,97,48,97,59,96,68,93,75,87,81,79,83,69,84,58,84,47,84,37,13,30,18,25,25,23,32,24,39,26,57,26,63,23,69,22,75,23,80,28,48,37,49,44,50,51,50,58,41,62,45,63,50,64,54,63,58,62,23,39,27,36,32,36,37,40,32,41,27,41,57,39,62,35,67,34,71,37,68,39,62,40,29,71,36,69,44,69,49,70,54,69,60,69,66,71,60,79,54,83,49,83,43,83,36,79,31,72,44,71,49,72,54,71,63,72,54,78,49,79,44,79
3227.jpeg,14,37,13,47,12,56,12,65,14,75,18,84,24,91,31,96,41,97,52,97,63,96,73,91,79,84,82,75,84,65,86,56,88,46,18,29,22,24,29,23,35,24,41,27,54,29,62,27,70,28,77,32,81,38,47,36,45,43,44,50,43,57,36,60,39,62,43,64,47,63,52,62,24,36,28,34,32,35,37,38,32,38,27,37,58,40,63,38,68,39,72,42,67,42,62,41,26,69,32,68,39,68,44,69,49,69,57,71,64,74,57,83,48,86,42,85,37,84,30,79,28,70,38,71,44,72,49,73,62,74,49,80,43,80,38,78
3228.jpeg,0,36,1,47,4,58,7,69,12,79,20,87,31,92,42,97,53,97,63,95,72,88,79,80,84,71,86,60,87,49,88,39,87,28,11,33,17,30,25,29,33,30,40,32,54,32,60,29,67,26,74,24,81,27,48,38,49,44,50,50,51,56,44,62,47,63,51,63,55,62,58,60,21,39,27,36,33,35,37,39,32,41,26,41,58,37,63,33,68,32,73,34,69,37,64,38,36,76,42,72,48,69,52,70,56,68,61,69,67,71,62,78,58,81,54,83,50,83,43,81,39,76,49,73,53,73,56,72,64,72,57,75,53,76,49,77
3229.jpeg,2,50,6,60,10,69,16,79,24,87,33,94,44,97,56,97,66,95,73,90,77,83,79,74,80,64,80,55,80,47,77,38,72,30,13,39,18,34,24,30,32,29,40,29,52,25,56,22,60,19,65,18,69,20,49,34,52,41,55,47,58,53,48,60,53,60,59,60,62,57,64,54,23,42,27,39,32,37,38,39,33,41,28,42,55,33,58,29,62,28,67,29,64,31,60,32,38,71,46,68,54,65,59,65,62,63,67,61,71,61,70,69,66,74,62,77,57,78,48,76,41,71,55,68,59,67,63,65,69,63,64,70,60,73,56,74
